Problem,Feedback,n,Block,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,bRate,bRate_std,EV_A,EV_B,EV_diff
4947,True,16,3,12,1.0,12,45,0.1,11,0,1,False,0,0.6625,0.3630886025935451,12.0,14.4,2.4000000000000004
4949,True,15,5,43,0.4,-29,-2,0.99,-22,2,3,True,0,0.1866666666666666,0.3067494712224263,-0.1999999999999993,-2.2,-2.000000000000001
4952,True,15,2,23,0.05,7,12,0.6,-3,0,1,False,-1,0.2133333333333332,0.2972893411828826,7.8,5.999999999999999,-1.8000000000000007
4954,True,15,5,3,0.99,-29,54,0.25,-18,1,4,False,0,0.3866666666666667,0.4437931736207543,2.6799999999999997,0.0,-2.6799999999999997
4956,True,18,2,29,0.6,22,100,0.1,16,0,1,False,-1,0.4,0.4550371671956169,26.2,24.4,-1.8000000000000007
4960,True,18,3,81,0.25,-30,-2,1.0,-2,3,4,False,0,0.4222222222222222,0.3873827041533013,-2.25,-2.0,0.25
4961,False,16,1,26,1.0,26,102,0.2,4,1,4,False,0,0.4000000000000001,0.3577708763999664,26.0,23.6,-2.3999999999999986
4961,True,15,2,26,1.0,26,102,0.2,4,1,4,False,0,0.3466666666666667,0.3888934240098375,26.0,23.6,-2.3999999999999986
4963,False,16,1,20,0.8,-45,6,0.99,-32,0,1,False,0,0.475,0.3568379650952703,7.000000000000002,5.619999999999999,-1.3800000000000026
4963,True,15,5,20,0.8,-45,6,0.99,-32,0,1,False,0,0.4,0.3625307868699864,7.000000000000002,5.619999999999999,-1.3800000000000026
4964,True,32,3,59,0.1,21,25,0.75,12,1,8,True,1,0.51875,0.3930341034205721,24.800000000000004,21.75,-3.0500000000000043
4967,True,16,2,19,0.6,16,16,0.99,-2,0,1,False,0,0.15,0.2,17.8,15.82,-1.9800000000000004
4968,True,16,4,57,0.1,-13,44,0.05,-9,3,6,False,1,0.5750000000000001,0.3568379650952703,-6.000000000000001,-6.349999999999999,-0.34999999999999787
4975,False,15,1,-4,1.0,-4,47,0.1,-6,1,6,False,0,0.6933333333333334,0.3453086955726647,-4.0,-0.7000000000000002,3.3
4977,True,16,3,14,1.0,14,50,0.01,15,0,1,False,0,0.8125000000000001,0.3222318006239194,14.0,15.35,1.3499999999999996
4978,False,15,1,5,1.0,5,10,0.25,0,1,2,False,0,0.2666666666666666,0.2992052966172383,5.0,2.5,-2.5
4978,True,16,3,5,1.0,5,10,0.25,0,1,2,False,0,0.2,0.3265986323710904,5.0,2.5,-2.5
4979,False,15,1,28,0.01,3,2,0.6,-2,1,8,False,0,0.1733333333333333,0.2604026186687142,3.25,0.3999999999999999,-2.85
4979,True,15,5,28,0.01,3,2,0.6,-2,1,8,False,0,0.0933333333333333,0.1830950832868254,3.25,0.3999999999999999,-2.85
4980,False,15,1,1,0.75,-15,63,0.05,-7,0,1,False,-1,0.4266666666666665,0.384460041889302,-3.0,-3.499999999999999,-0.4999999999999991
4980,True,17,3,1,0.75,-15,63,0.05,-7,0,1,False,-1,0.4470588235294118,0.2960524595802734,-3.0,-3.499999999999999,-0.4999999999999991
4981,True,20,2,7,1.0,7,45,0.01,9,0,1,False,0,0.96,0.0820782681668122,7.0,9.36,2.3599999999999994
4984,True,18,5,31,0.2,15,112,0.2,-3,0,1,False,0,0.3555555555555556,0.3535071714427275,18.2,20.0,1.8000000000000007
4985,True,17,2,18,1.0,18,60,0.4,-5,2,3,False,0,0.5294117647058824,0.3670229997601529,18.0,21.0,3.0
4986,True,30,5,38,0.25,-14,2,0.8,-9,0,1,True,1,0.4400000000000001,0.37655425033888,-1.0,-0.1999999999999995,0.8000000000000005
4989,True,17,5,34,0.5,22,33,0.05,26,1,4,False,0,0.4470588235294117,0.4032952501871668,28.0,26.349999999999998,-1.6500000000000021
4991,True,16,3,28,0.05,-1,73,0.2,-15,0,1,False,0,0.2625,0.3159641329855864,0.4500000000000002,2.6000000000000014,2.1500000000000012
4994,False,16,1,-4,0.95,-27,0,0.2,-5,0,1,False,0,0.7000000000000001,0.4131182235954578,-5.150000000000001,-4.0,1.1500000000000012
4995,False,16,1,87,0.05,27,30,1.0,30,0,1,False,0,0.2625000000000001,0.3630886025935451,30.0,30.0,0.0
4995,True,15,2,87,0.05,27,30,1.0,30,0,1,False,0,0.4533333333333333,0.4172472146045293,30.0,30.0,0.0
4997,False,16,1,-5,1.0,-5,69,0.25,-27,1,6,False,0,0.5875000000000001,0.4349329450233296,-5.0,-3.0,2.0
4997,True,15,2,-5,1.0,-5,69,0.25,-27,1,6,False,0,0.4933333333333334,0.3369329451445933,-5.0,-3.0,2.0
5000,False,16,1,-4,1.0,-4,-1,0.6,-13,1,8,False,0,0.375,0.3714835124201342,-4.0,-5.8,-1.7999999999999998
5001,True,17,2,72,0.2,-8,6,0.5,5,0,1,False,0,0.5764705882352941,0.3733788487660788,8.0,5.5,-2.5
5006,True,19,5,43,0.6,1,117,0.1,13,1,8,False,0,0.4,0.4109609335312652,26.2,23.400000000000002,-2.799999999999997
5007,True,18,5,21,0.6,8,16,1.0,16,1,8,False,0,0.3333333333333333,0.3360672201667224,15.8,16.0,0.1999999999999993
5008,True,17,5,35,0.05,14,20,0.2,14,1,6,False,0,0.5411764705882353,0.4569721319859284,15.049999999999999,15.200000000000001,0.15000000000000213
5009,False,16,1,30,0.75,21,28,1.0,28,0,1,False,0,0.6,0.3794733192202056,27.75,28.0,0.25
5015,True,16,3,10,1.0,10,58,0.1,4,1,6,False,0,0.3625,0.3810074364978545,10.0,9.4,-0.5999999999999996
5017,True,17,5,-2,1.0,-2,4,0.75,-19,1,6,False,0,0.7529411764705882,0.3842486939776497,-2.0,-1.75,0.25
5018,True,16,4,60,0.2,-1,73,0.01,13,0,1,False,0,0.875,0.2175622516277429,11.2,13.6,2.4000000000000004
5020,False,16,1,25,1.0,25,31,0.9,-12,0,1,True,0,0.1875,0.3138470965295043,25.0,26.700000000000003,1.7000000000000028
5020,True,16,4,25,1.0,25,31,0.9,-12,0,1,True,0,0.175,0.2720294101747089,25.0,26.700000000000003,1.7000000000000028
5023,True,18,2,16,1.0,16,47,0.5,-13,0,1,False,0,0.5777777777777778,0.410960933531265,16.0,17.0,1.0
5024,False,32,1,17,1.0,17,61,0.1,13,0,1,False,0,0.5214285714285715,0.3565617392042849,17.0,17.8,0.8000000000000007
5027,True,33,5,23,1.0,23,80,0.05,20,0,1,False,0,0.496969696969697,0.3678356022777435,23.0,23.0,0.0
5029,True,31,4,6,1.0,6,16,0.5,2,1,2,True,0,0.5806451612903226,0.3439179697143973,6.0,9.0,3.0
5031,True,19,2,32,0.01,17,26,0.2,12,0,1,False,0,0.231578947368421,0.3350831266333564,17.15,14.8,-2.349999999999998
5032,True,16,2,-2,1.0,-2,5,0.2,-7,1,8,False,0,0.4250000000000001,0.3568379650952703,-2.0,-4.6000000000000005,-2.6000000000000005
5033,True,17,2,-3,1.0,-3,6,0.1,-3,1,8,False,0,0.9411764705882352,0.1543487266282579,-3.0,-2.1,0.8999999999999999
5034,False,16,1,67,0.25,0,47,0.2,10,0,1,False,0,0.55,0.4163331998932265,16.75,17.4,0.6499999999999986
5036,False,16,1,15,1.0,15,73,0.25,-6,0,1,False,0,0.4625000000000001,0.4364630568559039,15.0,13.75,-1.25
5038,True,18,2,3,0.75,-9,4,0.1,-1,0,1,False,0,0.2555555555555555,0.3868762109698386,0.0,-0.5,-0.5
5039,True,16,3,7,1.0,7,8,0.99,-8,0,1,True,0,0.2875,0.35,7.0,7.84,0.8399999999999999
5040,True,16,5,1,1.0,1,30,0.25,-12,1,6,False,0,0.325,0.3642343567906063,1.0,-1.5,-2.5
5041,True,16,4,15,0.4,-7,64,0.1,-7,0,1,False,1,0.3125000000000001,0.3649200825751669,1.7999999999999998,0.10000000000000053,-1.6999999999999993
5042,False,15,1,8,0.5,-6,4,0.99,3,0,1,True,0,0.8933333333333332,0.1667618775665584,1.0,3.99,2.99
5045,False,15,1,-10,1.0,-10,-11,0.95,-29,0,1,False,0,0.1866666666666666,0.2669046557070431,-10.0,-11.9,-1.9000000000000004
5045,True,16,2,-10,1.0,-10,-11,0.95,-29,0,1,False,0,0.0,0.0,-10.0,-11.9,-1.9000000000000004
5046,False,16,1,84,0.2,-30,-9,0.99,-12,1,6,False,0,0.475,0.3336665001664586,-7.199999999999999,-9.030000000000001,-1.8300000000000018
5048,False,16,1,21,0.99,-41,39,0.05,18,0,1,False,0,0.8125,0.2872281323269014,20.38,19.049999999999997,-1.3300000000000018
5053,True,16,3,36,0.2,-7,43,0.1,-1,0,1,False,0,0.7625,0.2552776266472772,1.5999999999999996,3.4,1.8000000000000003
5054,True,16,2,8,0.6,3,8,0.99,4,1,4,False,1,0.6375,0.3518996068956789,6.0,7.96,1.96
5055,True,18,5,-8,1.0,-8,-4,0.75,-15,1,4,False,0,0.7111111111111111,0.4128650098275092,-8.0,-6.75,1.25
5056,True,17,3,7,0.8,-43,36,0.4,-31,0,1,True,0,0.5647058823529412,0.3757345746510897,-2.9999999999999973,-4.1999999999999975,-1.2000000000000002
5059,True,17,2,32,0.8,19,80,0.25,11,3,2,False,0,0.4823529411764706,0.4246105482051274,29.4,28.25,-1.1499999999999986
5060,True,16,3,2,1.0,2,12,0.05,1,0,1,False,0,0.15,0.2581988897471611,2.0,1.55,-0.44999999999999996
5061,True,15,5,19,1.0,19,30,0.6,7,0,1,False,0,0.7599999999999999,0.3561701038227982,19.0,20.8,1.8000000000000007
5062,True,17,3,18,1.0,18,34,0.6,-14,1,6,False,0,0.5764705882352942,0.4576153020888641,18.0,14.799999999999997,-3.200000000000003
5065,True,16,4,18,1.0,18,60,0.5,-26,2,6,True,0,0.6125,0.3383784863137726,18.0,17.0,-1.0
5068,True,16,2,32,0.25,12,17,1.0,17,0,1,False,0,0.7000000000000001,0.3502380143083653,17.0,17.0,0.0
5072,False,16,1,-8,1.0,-8,78,0.05,-12,3,3,False,0,0.8749999999999999,0.1914854215512676,-8.0,-7.499999999999998,0.5000000000000018
5076,False,15,1,19,1.0,19,31,0.6,4,0,1,False,0,0.4,0.3464101615137754,19.0,20.2,1.1999999999999993
5076,True,16,2,19,1.0,19,31,0.6,4,0,1,False,0,0.525,0.3785938897200182,19.0,20.2,1.1999999999999993
5079,True,17,5,74,0.05,11,14,1.0,14,2,4,False,0,0.4117647058823529,0.4090879381947976,14.149999999999999,14.0,-0.14999999999999858
5080,False,15,1,18,1.0,18,19,0.75,4,1,2,False,0,0.24,0.3135055251278904,18.0,15.25,-2.75
5080,True,15,4,18,1.0,18,19,0.75,4,1,2,False,0,0.4666666666666667,0.3976119189552021,18.0,15.25,-2.75
5082,False,15,1,40,0.2,1,11,0.9,9,0,1,False,0,0.56,0.3135055251278904,8.8,10.8,2.0
5087,False,16,1,65,0.4,-10,20,1.0,20,0,1,False,0,0.6375,0.3364025366531392,20.0,20.0,0.0
5087,True,16,4,65,0.4,-10,20,1.0,20,0,1,False,0,0.6375000000000001,0.3739429546512854,20.0,20.0,0.0
5088,True,31,5,5,1.0,5,57,0.05,1,0,1,False,0,0.5096774193548388,0.3789061789851391,5.0,3.8,-1.2000000000000002
5089,False,16,1,-8,1.0,-8,3,0.25,-16,3,2,False,0,0.5625,0.4080441152620633,-8.0,-11.25,-3.25
5089,True,16,3,-8,1.0,-8,3,0.25,-16,3,2,False,0,0.7625000000000001,0.2753785273643051,-8.0,-11.25,-3.25
5090,True,17,5,22,1.0,22,31,0.25,23,0,1,False,0,0.8117647058823529,0.3120143284794315,22.0,25.0,3.0
5091,False,16,1,33,0.4,-25,72,0.25,-23,1,8,False,0,0.475,0.3785938897200182,-1.799999999999999,0.75,2.549999999999999
5091,True,15,4,33,0.4,-25,72,0.25,-23,1,8,False,0,0.5733333333333334,0.3614784456460256,-1.799999999999999,0.75,2.549999999999999
5092,True,16,5,1,1.0,1,8,0.75,-23,2,7,True,0,0.8375000000000001,0.2093641166325628,1.0,0.25,-0.75
5096,False,16,1,17,1.0,17,49,0.25,4,1,8,False,0,0.5499999999999999,0.409878030638384,17.0,15.25,-1.75
5096,True,16,5,17,1.0,17,49,0.25,4,1,8,False,0,0.5999999999999999,0.3502380143083653,17.0,15.25,-1.75
5097,False,16,1,13,0.75,1,21,0.05,7,0,1,False,1,0.5625000000000001,0.3947573094109004,10.0,7.699999999999999,-2.3000000000000007
5098,True,16,5,52,0.05,9,61,0.25,-9,1,6,False,0,0.425,0.3568379650952703,11.149999999999999,8.5,-2.6499999999999986
5099,True,16,2,30,0.8,1,44,0.75,-46,2,3,False,0,0.4,0.4,24.2,21.5,-2.6999999999999993
5100,False,16,1,-2,0.5,-6,45,0.2,-19,1,6,False,0,0.675,0.3785938897200183,-4.0,-6.200000000000001,-2.200000000000001
5100,True,17,3,-2,0.5,-6,45,0.2,-19,1,6,False,0,0.6000000000000001,0.3464101615137754,-4.0,-6.200000000000001,-2.200000000000001
5101,False,16,1,4,0.6,-3,5,0.4,1,0,1,True,1,0.775,0.3415650255319866,1.1999999999999997,2.6,1.4000000000000004
5103,False,31,1,25,1.0,25,35,0.2,19,0,1,False,0,0.4129032258064515,0.3422883146158814,25.0,22.200000000000003,-2.799999999999997
5103,True,17,4,25,1.0,25,35,0.2,19,0,1,False,0,0.3882352941176471,0.4211329257805314,25.0,22.200000000000003,-2.799999999999997
5104,True,16,2,56,0.4,-44,82,0.1,-17,1,4,False,0,0.6124999999999999,0.3612478373637689,-3.9999999999999964,-7.1,-3.100000000000003
5106,True,19,2,53,0.5,-33,38,0.2,0,0,1,False,0,0.5894736842105263,0.368019831654801,10.0,7.6000000000000005,-2.3999999999999995
5107,True,18,4,40,0.5,-4,19,0.95,-29,0,1,False,0,0.3777777777777778,0.4109609335312651,18.0,16.599999999999998,-1.4000000000000021
5111,True,16,3,45,0.4,-15,9,1.0,9,2,6,True,0,0.7,0.3425395354310701,9.0,9.0,0.0
5113,True,15,3,7,1.0,7,26,0.2,0,1,4,False,0,0.4266666666666667,0.4333699618219101,7.0,5.2,-1.7999999999999998
5114,True,18,5,-8,1.0,-8,34,0.4,-38,0,1,False,0,0.6666666666666666,0.3429971702850176,-8.0,-9.2,-1.1999999999999993
5115,True,21,5,8,0.8,-18,7,0.95,-29,0,1,False,0,0.3999999999999999,0.3794733192202055,2.800000000000001,5.199999999999998,2.3999999999999972
5118,True,19,5,20,1.0,20,19,0.99,4,3,6,False,0,0.3368421052631579,0.4424810433049201,20.0,18.849999999999998,-1.1500000000000021
5119,True,15,5,-7,1.0,-7,-2,0.05,-9,1,6,True,0,0.8533333333333333,0.192230020944651,-7.0,-8.649999999999999,-1.6499999999999986
5123,True,16,5,26,1.0,26,55,0.1,22,1,4,False,0,0.6000000000000001,0.4320493798938573,26.0,25.3,-0.6999999999999993
5125,True,16,4,-6,1.0,-6,23,0.6,-50,0,1,True,0,0.625,0.3172801075810878,-6.0,-6.200000000000001,-0.20000000000000107
5126,True,15,3,-1,1.0,-1,-1,1.0,-1,2,7,False,0,0.6933333333333334,0.4199773236508757,-1.0,-1.0,0.0
5127,True,17,5,44,0.01,14,66,0.5,-36,0,1,False,0,0.3882352941176471,0.3772968873135194,14.299999999999999,15.0,0.7000000000000011
5131,True,16,2,28,1.0,28,28,0.95,11,0,1,False,0,0.3625,0.4573474244670748,28.0,27.15,-0.8500000000000014
5140,False,16,1,19,1.0,19,23,0.6,8,0,1,True,0,0.3375,0.3324154027718932,19.0,17.0,-2.0
5140,True,15,2,19,1.0,19,23,0.6,8,0,1,True,0,0.4266666666666667,0.3369329451445933,19.0,17.0,-2.0
5141,True,31,2,12,1.0,12,16,0.75,-2,0,1,False,0,0.5161290322580645,0.4025723737777249,12.0,11.5,-0.5
5142,False,15,1,39,0.75,-5,37,0.25,21,0,1,False,0,0.5733333333333334,0.4463609472591607,28.0,25.0,-3.0
5142,True,17,5,39,0.75,-5,37,0.25,21,0,1,False,0,0.5294117647058824,0.4058397249567139,28.0,25.0,-3.0
5143,False,16,1,36,0.6,21,28,0.8,28,2,5,False,0,0.3625,0.3810074364978545,30.0,28.0,-2.0
5146,False,15,1,9,1.0,9,8,0.99,7,0,1,False,0,0.2533333333333333,0.3661901665736508,9.0,7.99,-1.0099999999999998
5146,True,15,4,9,1.0,9,8,0.99,7,0,1,False,0,0.0266666666666666,0.0703731550548996,9.0,7.99,-1.0099999999999998
5153,False,16,1,30,0.99,12,87,0.1,24,1,8,False,0,0.3875,0.389657969677682,29.82,30.300000000000004,0.480000000000004
5155,True,18,5,48,0.25,7,32,0.6,-4,0,1,False,0,0.3333333333333333,0.282842712474619,17.25,17.599999999999998,0.34999999999999787
5156,True,16,5,18,1.0,18,19,0.01,15,1,6,False,0,0.1875,0.3461695153148719,18.0,15.04,-2.960000000000001
5157,False,16,1,20,0.99,14,26,0.9,-12,1,8,False,0,0.4625,0.3981205847478877,19.94,22.200000000000003,2.2600000000000016
5158,False,15,1,-2,1.0,-2,26,0.25,-14,0,1,True,0,0.7576470588235295,0.3223063206181816,-2.0,-4.0,-2.0
5159,False,15,1,37,0.01,6,7,0.9,-20,0,1,False,0,0.2266666666666666,0.3011090610836324,6.31,4.300000000000001,-2.009999999999999
5161,True,32,2,68,0.2,-17,2,0.9,-7,0,1,False,0,0.5437500000000001,0.3600515196110045,0.0,1.1,1.1
5162,True,16,3,31,0.05,-10,77,0.25,-38,0,1,False,-1,0.4625,0.307408522978788,-7.95,-9.25,-1.2999999999999998
5165,False,16,1,30,0.1,30,30,0.9,15,2,3,False,0,0.35,0.3386246693120079,30.0,28.5,-1.5
5166,False,16,1,5,1.0,5,19,0.25,-3,0,1,True,0,0.5499999999999999,0.3687817782917155,5.0,2.5,-2.5
5166,True,16,2,5,1.0,5,19,0.25,-3,0,1,True,0,0.4375,0.311715682420161,5.0,2.5,-2.5
5167,True,18,4,15,0.05,6,8,0.8,-10,1,8,False,0,0.4777777777777778,0.4066441652405492,6.449999999999999,4.4,-2.049999999999999
5169,False,16,1,14,0.95,-39,11,0.99,-5,0,1,False,0,0.6749999999999999,0.3415650255319866,11.349999999999998,10.84,-0.509999999999998
5169,True,15,3,14,0.95,-39,11,0.99,-5,0,1,False,0,0.52,0.4394802124588285,11.349999999999998,10.84,-0.509999999999998
5171,True,16,5,27,1.0,27,97,0.5,-47,0,1,False,0,0.3875,0.4224926034855522,27.0,25.0,-2.0
5172,True,16,3,0,0.99,-20,30,0.4,-19,3,2,False,0,0.6625000000000001,0.3159641329855864,-0.20000000000000018,0.5999999999999996,0.7999999999999998
5173,False,16,1,-5,1.0,-5,20,0.4,-17,0,1,False,0,0.6625000000000001,0.4047633053197057,-5.0,-2.1999999999999993,2.8000000000000007
5173,True,15,2,-5,1.0,-5,20,0.4,-17,0,1,False,0,0.7466666666666666,0.3583028779970269,-5.0,-2.1999999999999993,2.8000000000000007
5175,False,16,1,34,0.1,27,71,0.5,-20,3,5,False,0,0.3,0.4066120181860509,27.700000000000003,25.5,-2.200000000000003
5178,False,15,1,21,1.0,21,24,0.8,18,3,2,True,0,0.5066666666666667,0.4399134113934349,21.0,22.8,1.8000000000000007
5179,True,17,5,21,0.01,15,20,0.1,15,0,1,False,0,0.4352941176470588,0.413734782908369,15.06,15.5,0.4399999999999995
5180,False,15,1,28,0.01,3,12,0.8,-45,0,1,False,0,0.28,0.3529467786670231,3.25,0.6000000000000032,-2.649999999999997
5181,True,16,3,-6,1.0,-6,7,0.6,-29,1,4,False,0,0.6499999999999999,0.3829708431025352,-6.0,-7.400000000000001,-1.4000000000000012
5183,False,15,1,7,1.0,7,27,0.25,4,1,6,False,0,0.7333333333333333,0.3829708431025353,7.0,9.75,2.75
5184,False,15,1,93,0.2,8,25,0.75,24,2,7,True,0,0.6933333333333332,0.3011090610836324,25.0,24.75,-0.25
5184,True,16,3,93,0.2,8,25,0.75,24,2,7,True,0,0.7749999999999999,0.3255764119219941,25.0,24.75,-0.25
5185,True,20,4,6,1.0,6,10,0.4,-2,0,1,False,0,0.1,0.1521771820505364,6.0,2.8,-3.2
5187,True,19,3,22,1.0,22,79,0.25,3,3,6,False,0,0.431578947368421,0.3667464028134539,22.0,22.0,0.0
5191,True,19,5,30,1.0,30,38,0.9,-38,1,2,False,0,0.5157894736842106,0.360960382397873,30.0,30.400000000000006,0.4000000000000057
5193,True,16,5,21,1.0,21,56,0.5,-11,2,7,False,0,0.7375,0.4177319714841085,21.0,22.5,1.5
5194,True,18,5,6,0.5,0,18,0.5,-6,0,1,False,1,0.6222222222222222,0.410960933531265,3.0,6.0,3.0
5198,False,16,1,35,0.75,2,81,0.25,13,3,5,False,0,0.375,0.3924283374069717,26.75,30.0,3.25
5198,True,16,2,35,0.75,2,81,0.25,13,3,5,False,0,0.4625000000000001,0.3630886025935451,26.75,30.0,3.25
5199,False,16,1,64,0.25,-11,71,0.05,5,0,1,False,1,0.95,0.1154700538379251,7.75,8.3,0.5500000000000007
5201,True,16,4,19,0.6,-3,9,0.95,1,1,4,False,0,0.6,0.39327683210007,10.2,8.6,-1.5999999999999996
5203,False,17,1,10,0.95,-14,20,0.6,-9,0,1,True,0,0.2470588235294117,0.3572772856249462,8.799999999999999,8.4,-0.3999999999999986
5203,True,16,5,10,0.95,-14,20,0.6,-9,0,1,True,0,0.45,0.3614784456460256,8.799999999999999,8.4,-0.3999999999999986
5204,False,16,1,3,1.0,3,35,0.2,-5,0,1,False,0,0.275,0.3991657967979387,3.0,3.0,0.0
5209,True,16,5,4,1.0,4,15,0.25,-4,1,8,False,0,0.2,0.3098386676965933,4.0,0.75,-3.25
5210,False,17,1,23,0.99,-15,45,0.6,-4,1,6,True,1,0.5647058823529413,0.4197338092032083,22.62,25.4,2.7799999999999976
5212,True,16,3,30,1.0,30,48,0.75,-25,0,1,False,0,0.25,0.3055050463303893,30.0,29.75,-0.25
5213,True,16,2,39,0.25,6,25,0.01,15,0,1,False,0,0.7000000000000001,0.3346640106136303,14.25,15.1,0.8499999999999996
5214,False,16,1,-4,1.0,-4,34,0.05,-3,0,1,True,0,0.8625,0.2276693508870557,-4.0,-1.1499999999999995,2.8500000000000005
5214,True,15,4,-4,1.0,-4,34,0.05,-3,0,1,True,0,0.9066666666666666,0.2250925735484552,-4.0,-1.1499999999999995,2.8500000000000005
5216,False,16,1,-8,1.0,-8,2,0.8,-41,2,3,False,0,0.6875,0.4064070209367287,-8.0,-6.599999999999998,1.4000000000000021
5216,True,17,5,-8,1.0,-8,2,0.8,-41,2,3,False,0,0.7882352941176469,0.2595244519818327,-8.0,-6.599999999999998,1.4000000000000021
5219,True,16,3,26,0.1,7,9,1.0,9,0,1,False,0,0.4,0.4320493798938573,8.9,9.0,0.09999999999999964
5222,False,16,1,-5,0.8,-11,-2,0.9,-10,1,2,False,-1,0.7625,0.3879432948254164,-6.199999999999999,-2.8,3.3999999999999995
5222,True,15,3,-5,0.8,-11,-2,0.9,-10,1,2,False,-1,0.8133333333333334,0.2972893411828826,-6.199999999999999,-2.8,3.3999999999999995
5225,True,20,5,-4,1.0,-4,12,0.2,-9,0,1,False,0,0.5199999999999999,0.3750087718272313,-4.0,-4.8,-0.7999999999999998
5228,False,17,1,10,1.0,10,58,0.2,1,0,1,False,0,0.4513368983957221,0.3545591660587361,10.0,12.400000000000002,2.400000000000002
5228,True,17,3,10,1.0,10,58,0.2,1,0,1,False,0,0.5647058823529412,0.2935582916359803,10.0,12.400000000000002,2.400000000000002
5229,True,18,2,-1,1.0,-1,-1,1.0,-1,3,5,True,0,0.6111111111111112,0.3529520695486751,-1.0,-1.0,0.0
5230,False,17,1,29,0.5,-35,-1,0.9,-10,0,1,False,0,0.4,0.3937003937005905,-3.0,-1.9,1.1
5230,True,17,5,29,0.5,-35,-1,0.9,-10,0,1,False,0,0.4235294117647059,0.3800154795608757,-3.0,-1.9,1.1
5234,False,16,1,2,1.0,2,84,0.2,-18,3,7,False,0,0.4125,0.3964425136973413,2.0,2.4000000000000004,0.40000000000000036
5234,True,16,5,2,1.0,2,84,0.2,-18,3,7,False,0,0.3750000000000001,0.3855731664245667,2.0,2.4000000000000004,0.40000000000000036
5236,False,16,1,109,0.05,9,34,0.1,13,0,1,False,0,0.475,0.2909753712372692,14.0,15.100000000000001,1.1000000000000014
5236,True,19,2,109,0.05,9,34,0.1,13,0,1,False,0,0.4210526315789473,0.431507624972441,14.0,15.100000000000001,1.1000000000000014
5237,True,17,4,5,1.0,5,40,0.05,2,0,1,False,0,0.5764705882352942,0.4235702594681103,5.0,3.9,-1.1
5238,False,15,1,16,0.6,-22,-1,0.95,-8,0,1,False,-1,0.4266666666666665,0.3369329451445933,0.7999999999999989,-1.3500000000000003,-2.1499999999999995
5238,True,20,2,16,0.6,-22,-1,0.95,-8,0,1,False,-1,0.24,0.3015748139700207,0.7999999999999989,-1.3500000000000003,-2.1499999999999995
5241,False,16,1,14,1.0,14,31,0.4,3,0,1,True,0,0.6750000000000002,0.3492849839314596,14.0,14.2,0.1999999999999993
5241,True,17,4,14,1.0,14,31,0.4,3,0,1,True,0,0.5647058823529412,0.3690209622612721,14.0,14.2,0.1999999999999993
5242,True,21,3,26,1.0,26,30,0.9,-2,0,1,True,0,0.2666666666666667,0.3306559138036598,26.0,26.8,0.8000000000000007
5243,False,16,1,31,0.8,10,41,0.8,-14,0,1,False,0,0.3125,0.3263433774416144,26.8,30.000000000000004,3.200000000000003
5243,True,19,3,31,0.8,10,41,0.8,-14,0,1,False,0,0.4947368421052633,0.4129483209670112,26.8,30.000000000000004,3.200000000000003
5244,False,16,1,74,0.4,-36,32,0.4,-8,0,1,True,1,0.6375000000000001,0.2941088233970548,8.000000000000004,8.0,-3.552713678800501e-15
5244,True,18,2,74,0.4,-36,32,0.4,-8,0,1,True,1,0.5888888888888889,0.4085683597333051,8.000000000000004,8.0,-3.552713678800501e-15
5246,True,17,2,25,1.0,25,26,0.2,26,1,6,True,0,0.6235294117647059,0.4115966043420212,25.0,26.0,1.0
5247,True,21,4,23,1.0,23,43,0.5,8,0,1,False,0,0.7238095238095238,0.2998412278269316,23.0,25.5,2.5
5248,True,17,2,87,0.2,7,30,0.75,4,1,2,False,0,0.4352941176470588,0.3408466966074856,23.000000000000004,23.5,0.49999999999999645
5250,False,17,1,-7,1.0,-7,-10,0.8,-12,1,8,False,0,0.3058823529411764,0.3472581680740104,-7.0,-10.399999999999999,-3.3999999999999986
5250,True,17,4,-7,1.0,-7,-10,0.8,-12,1,8,False,0,0.2,0.2449489742783178,-7.0,-10.399999999999999,-3.3999999999999986
5252,True,17,2,13,1.0,13,62,0.5,-33,0,1,False,0,0.4352941176470589,0.3481041088356115,13.0,14.5,1.5
5254,False,17,1,14,0.2,1,31,0.6,-37,2,2,True,0,0.5176470588235293,0.3539690913724796,3.6000000000000005,3.799999999999997,0.19999999999999662
5254,True,16,2,14,0.2,1,31,0.6,-37,2,2,True,0,0.65,0.3306559138036598,3.6000000000000005,3.799999999999997,0.19999999999999662
